date,key,begin_read,end_read,pages_total
2021-05-04,Robinson2017,552,566,
2021-05-05,Robinson2017,567,579,
2021-05-06,Robinson2017,580,592,
2021-05-07,Robinson2017,593,613,613
2021-05-08,Ramos1971,1,16,
2021-05-08,Asimov1950,-5,19,
2021-05-09,Nightwing2016HCbook1,1,4,
2021-05-09,Ramos1971,16,23,
2021-05-09,Asimov1950,19,29,
2021-05-10,Nightwing2016HCbook1,5,7,
2021-05-10,Asimov1950,30,43,
2021-05-11,Asimov1950,43,58,
2021-05-12,Asimov1950,58,81,
2021-05-13,Asimov1950,82,89,
2021-05-14,Nightwing2016HCbook1,8,12,
2021-05-14,Asimov1950,89,115,
2021-05-15,Nightwing2016HCbook1,13,16,16
2021-05-15,Asimov1950,115,136,
2021-05-16,Asimov1950,137,174,
2021-05-17,Asimov1950,174,182,
2021-05-18,Asimov1950,182,189,
2021-05-19,Asimov1950,189,205,
2021-05-20,Asimov1950,206,219,
2021-05-21,Asimov1950,219,239,
2021-05-22,Pomerantsev2014,104,140,
2021-05-22,Birth1999,65,80,
2021-05-22,Asimov1950,240,255,
2021-05-23,MidnighterApollo2016TPB,1,6,6
2021-05-23,Pomerantsev2014,141,164,
2021-05-23,Birth1999,80,93,
2021-05-23,Asimov1950,255,272,272
2021-05-24,Pomerantsev2014,164,239,239
2021-05-24,Birth1999,94,98,
2021-05-24,Asimov1992,1,17,
2021-05-25,OShea2019,1,38,
2021-05-25,Asimov1992,17,26,
2021-05-26,OShea2019,38,71,
2021-05-26,Asimov1992,26,41,
2021-05-27,Asimov1992,41,52,
2021-05-28,Asimov1992,53,82,
2021-05-29,Asimov1992,83,107,
2021-05-30,Asimov1992,107,113,
2021-05-31,OShea2019,71,94,
2021-05-31,Asimov1992,114,126,
2021-06-01,OShea2019,95,120,
2021-06-01,Asimov1992,127,148,
2021-06-02,OShea2019,121,161,
2021-06-02,Asimov1992,149,163,
2021-06-03,OShea2019,161,170,
2021-06-03,Asimov1992,164,181,
2021-06-04,OShea2019,171,199,
2021-06-04,HusbandsHC1,1,6,6
2021-06-04,Asimov1992,181,189,
2021-06-05,OShea2019,199,267,267
2021-06-05,Asimov1992,190,206,
2021-06-06,Perry2017,1,90,
2021-06-06,Asimov1992,207,225,
2021-06-07,Birth1999,99,115,
2021-06-07,Perry2017,91,114,
2021-06-07,Asimov1992,226,228,
2021-06-08,Birth1999,115,130,
2021-06-08,Asimov1992,228,239,
2021-06-09,Asimov1992,239,255,
2021-06-10,Birth1999,131,168,168
2021-06-10,RoadToEmpyreTPB,0,1,
2021-06-10,Asimov1992,256,276,
2021-06-11,Perry2017,115,186,
2021-06-11,Asimov1992,277,290,290
2021-06-12,Perry2017,187,218,218
2021-06-12,Chomsky1988,-3,16,
2021-06-12,Asimov1989,1,13,
2021-06-13,Chomsky1988,16,34,
2021-06-13,Asimov1989,14,25,
2021-06-14,Asimov1989,26,30,
2021-06-15,RoadToEmpyreTB,1,3,3
2021-06-15,Chomsky1988,35,57,
2021-06-15,Asimov1989,31,36,
2021-06-16,Nightwing2016HCbook2,0,12,12
2021-06-16,Asimov1989,36,43,
2021-06-17,Chomsky1988,57,65,
2021-06-17,Asimov1989,44,48,
2021-06-18,Nightwing2016HCbook3,0,5,
2021-06-18,Asimov1989,49,57,
2021-06-19,Nightwing2016HCbook3,5,15,15
2021-06-19,Chomsky1988,66,72,
2021-06-19,Asimov1989,57,66,
2021-06-20,Chomsky1988,72,81,
2021-06-20,Asimov1989,67,80,
2021-06-21,Asimov1989,80,84,
2021-06-22,Chomsky1988,81,92,
2021-06-22,Asimov1989,85,92,
2021-06-23,Chomsky1988,93,101,
2021-06-23,Asimov1989,93,103,
2021-06-24,Chomsky1988,101,110,
2021-06-24,Nightwing2016TPB7,0,7,7
2021-06-24,Binet2015,10,31,
2021-06-24,Asimov1989,104,112,
2021-06-25,Chomsky1988,110,119,
2021-06-25,Asimov1989,112,125,
2021-06-26,MarvelVoicesPride1,0,1,1
2021-06-26,DCPride1,0,1,1
2021-06-26,Asimov1989,126,142,
2021-06-27,Binet2015,31,56,
2021-06-28,Binet2015,56,79,
2021-06-28,Chomsky1988,119,132,
2021-06-28,Asimov1989,142,151,
2021-06-29,Asimov1989,151,164,
2021-06-30,Asimov1989,164,178,
2021-07-01,Nightwing2016TPB8,0,7,7
2021-07-01,Asimov1989,179,192,
2021-07-02,Nightwing2016TPB9,0,6,6
2021-07-02,Neustadt1986,-11,0,
2021-07-02,Asimov1989,193,198,
2021-07-03,Chomsky1988,133,143,
2021-07-03,Nightwing2016TPB10,0,8,8
2021-07-03,Asimov1989,198,208,
2021-07-04,Asimov1989,209,221,
2021-07-05,Asimov1989,222,230,
2021-07-06,Chomsky1988,143,197,197
2021-07-06,Asimov1989,231,244,
2021-07-07,Asimov1989,245,253,
2021-07-08,Rieff2016,-3,24,
2021-07-08,Nightwing2016TPB11,0,9,9
2021-07-08,Asimov1989,254,263,
2021-07-09,Rieff2016,25,42,
2021-07-09,Asimov1989,263,272,
2021-07-10,Dachez2020,1,200,200
2021-07-10,Frase2016,1,27,
2021-07-10,Asimov1989,273,280,
2021-07-11,Asimov1989,281,284,
2021-07-12,Rieff2016,43,50,
2021-07-12,Asimov1989,285,298,
2021-07-13,Asimov1989,299,315,
2021-07-14,Asimov1989,315,345,
2021-07-15,Rieff2016,50,75,
2021-07-15,Frase2016,27,38,
2021-07-15,Asimov1989,345,355,
2021-07-16,Asimov1989,356,386,386
2021-07-17,Eternals,1,29,
2021-07-17,Asimov1954,-9,14,
2021-07-18,Eternals,30,69,
2021-07-18,Rieff2016,76,100,
2021-07-18,Binet2015,79,103,
2021-07-18,Asimov1954,15,22,
2021-07-19,Rieff2016,101,121,
2021-07-19,Binet2015,103,128,
2021-07-19,Asimov1954,22,32,
2021-07-20,Rieff2016,121,145,145
2021-07-20,Frase2016,38,51,
2021-07-20,Binet2015,128,151,
2021-07-20,Asimov1954,32,56,
2021-07-21,Binet2015,152,178,
2021-07-22,Binet2015,178,204,
2021-07-22,Asimov1954,57,84,
2021-07-23,Foray2006,98,112,
2021-07-23,Binet2015,205,225,
2021-07-23,Asimov1954,84,97,
2021-07-23,Hymes1974,9,19,
2021-07-24,Asimov1954,98,114,
2021-07-25,Hymes1974,19,32,
2021-07-25,Binet2015,226,260,
2021-07-25,Asimov1954,115,127,
2021-07-26,Hymes1974,33,50,
2021-07-26,Binet2015,261,279,
2021-07-26,Asimov1954,128,138,
2021-07-27,Asimov1954,138,143,
2021-07-28,Binet2015,279,288,
2021-07-28,Asimov1954,144,159,
2021-07-29,Binet2015,288,314,
2021-07-29,Asimov1954,160,184,
2021-07-30,Binet2015,315,324,
2021-08-01,Asimov1954,185,195,
2021-08-02,Binet2015,325,348,
2021-08-02,Asimov1954,195,209,
2021-08-03,Binet2015,348,366,
2021-08-04,Binet2015,367,384,
2021-08-05,Binet2015,384,408,
2021-08-05,Asimov1954,210,222,
2021-08-06,Binet2015,408,442,
2021-08-06,Asimov1954,223,238,
2021-08-07,Woodard2010,216,244,
2021-08-07,Binet2015,443,478,478
2021-08-07,Asimov1954,249,270,270
2021-08-08,Frase2016,52,63,
2021-08-08,Asimov1957,1,10,
2021-08-09,Frase2016,63,77,
2021-08-09,Asimov1957,10,17,
2021-08-10,Asimov1957,18,33,
2021-08-11,Asimov1957,34,38,
2021-08-12,Asimov1957,38,53,
2021-08-13,Woodard2010,244,251,
2021-08-13,Asimov1957,53,61,
2021-08-14,Asimov1957,62,73,
2021-08-15,Frase2016,77,82,
2021-08-15,Asimov1957,74,90,
2021-08-16,Asimov1957,91,92,
2021-08-18,Woodard2010,251,253,
2021-08-18,Asimov1957,93,119,
2021-08-19,Asimov1957,120,146,
2021-08-21,Woodard2010,254,257,
2021-08-23,Asimov1957,147,152,
2021-08-24,Asimov1957,152,160,
2021-08-27,Asimov1957,161,168,
2021-08-28,Asimov1957,168,203,
2021-08-29,Asimov1957,204,214,
2021-08-30,Asimov1957,214,234,
2021-08-31,Asimov1957,235,269,269
2021-09-01,Asimov1983,1,8,
2021-09-02,Hirschman1970,1,11,
2021-09-02,Asimov1983,8,16,
2021-09-03,Asimov1983,16,26,
2021-09-04,Asimov1983,27,34,
2021-09-05,Hirschman1970,11,20,
2021-09-05,Asimov1983,34,45,
2021-09-06,Asimov1983,45,50,
2021-09-07,Asimov1983,51,61,
2021-09-08,Hirschman1970,21,34,
2021-09-08,Asimov1983,61,69,
2021-09-09,Hirschman1970,34,43,
2021-09-09,Asimov1983,70,78,
2021-09-10,Asimov1983,78,98,
2021-09-11,Hirschman1970,44,54,
2021-09-11,SensoryComics,1,172,172
2021-09-11,Asimov1983,98,106,
2021-09-12,Hirschman1970,55,61,
2021-09-12,Asimov1983,106,115,
2021-09-13,Asimov1983,116,126,
2021-09-14,Asimov1983,127,134,
2021-09-15,Asimov1983,134,144,
2021-09-16,Asimov1983,145,157,
2021-09-17,Asimov1983,158,178,
2021-09-18,Asimov1983,178,200,
2021-09-19,Asimov1983,200,230,
2021-09-20,Asimov1983,230,240,
2021-09-21,Asimov1983,241,250,
2021-09-22,Asimov1983,250,273,
2021-09-23,Spitznagel2021,-7,35,
2021-09-23,Asimov1983,273,291,
2021-09-24,Asimov1983,291,316,
2021-09-26,Spitznagel2021,35,76,
2021-09-26,Asimov1983,316,368,
2021-09-27,George2013,1,30,
2021-09-27,Spitznagel2021,77,122,
2021-09-27,Asimov1983,369,435,435
2021-09-28,Asimov1985,1,19,
2021-09-29,Spitznagel2021,123,162,
2021-09-29,Asimov1985,19,34,
2021-09-30,Asimov1985,34,54,
2021-10-01,Spitznagel2021,163,194,
2021-10-01,Asimov1985,54,60,
2021-10-02,Spitznagel2021,195,211,211
2021-10-02,George2013,31,50,
2021-10-02,Asimov1985,60,69,
2021-10-03,Asimov1985,69,94,
2021-10-04,George2013,51,68,
2021-10-04,Asimov1985,94,106,
2021-10-05,George2013,69,100,
2021-10-05,Asimov1985,106,126,
2021-10-06,George2013,101,124,
2021-10-06,Asimov1985,127,174,
2021-10-07,George2013,124,167,
2021-10-07,Asimov1985,175,201,
2021-10-08,George2013,167,210,
2021-10-08,Asimov1985,201,241,
2021-10-09,George2013,211,247,247
2021-10-09,Asimov1985,241,263,
2021-10-10,Hirschman1970,62,86,
2021-10-10,Asimov1985,263,297,
2021-10-11,Asimov1985,298,364,
2021-10-12,Hirschman1970,86,105,
2021-10-12,Asimov1985,365,384,
2021-10-13,Hirschman1970,106,110,
2021-10-13,Asimov1985,385,390,
2021-10-14,Asimov1985,390,424,
2021-10-15,Hirschman1970,110,140,
2021-10-15,Asimov1985,424,469,469
2021-10-16,Hirschman1970,140,155,
2021-10-16,Frase2016,82,97,
2021-10-16,Asimov1951,1,10,
2021-10-17,Frase2016,97,119,
2021-10-17,Asimov1951,11,20,
2021-10-18,Frase2016,120,150,150
2021-10-19,Asimov1951,21,42,
2021-10-20,Asimov1951,43,59,
2021-10-21,Asimov1951,60,64,
2021-10-22,Asimov1951,64,93,
2021-10-24,Asimov1951,94,106,
2021-10-25,Asimov1951,107,134,
2021-10-26,Asimov1951,134,156,
2021-10-27,Asimov1951,157,172,
2021-10-28,Asimov1951,172,209,
2021-10-29,Asimov1951,210,232,232
2021-10-29,Asimov1952,5,8,
2021-10-30,Asimov1952,9,41,
2021-10-31,Asimov1952,41,65,
2021-11-01,Asimov1952,65,106,
2021-11-02,Asimov1952,106,147,
2021-11-03,Asimov1952,147,191,191
2021-11-04,Asimov1950,1,33,
2021-11-05,Asimov1950,34,58,
2021-11-06,Asimov1950,59,102,
2021-11-07,Asimov1950,103,146,
2021-11-08,Asimov1950,147,168,
2021-11-09,Asimov1950,168,220,
2021-11-10,Asimov1950,221,264,
2021-11-11,Asimov1950,265,309,309
2021-11-12,Asimov1988,1,18,
2021-11-13,Asimov1988,19,54,
2021-11-14,Asimov1988,55,74,
2021-11-15,Asimov1988,75,102,
2021-11-16,Asimov1988,103,122,
2021-11-17,Asimov1988,123,154,
2021-11-18,Asimov1988,155,174,
2021-11-20,Asimov1988,174,187,
2021-11-21,Asimov1988,187,193,
2021-11-22,Asimov1988,193,200,
2021-11-23,Asimov1988,200,219,
2021-11-24,Asimov1988,220,232,
2021-11-25,Asimov1988,233,250,
2021-11-26,Asimov1988,250,267,
2021-11-27,Asimov1988,268,286,
2021-11-28,Asimov1988,287,322,
2021-11-29,Asimov1988,323,330,
2021-11-30,Asimov1988,330,356,
