date,key,begin_read,end_read,pages_total
2019-05-13,TalebXXXX,38,67,
2019-05-18,TalebXXXX,67,82,
2019-05-23,TalebXXXX,82,119,
2019-05-31,TalebXXXX,119,136,
2019-05-31,W-WellsXXXX,171,196,
2019-06-01,W-WellsXXXX,197,228,228
2019-06-01,McNamee2019,93,129,
2019-06-02,McNamee2019,129,223,
2019-06-03,KrznaricXXXX,1,94,
2019-06-05,PacepaXXXX,-9,32,
2019-06-06,Jemisin2015,1,7,
2019-06-07,PacepaXXXX,32,105,
2019-06-08,OConnorXXXX,1,104,
2019-06-09,OConnorXXXX,105,118,
2019-06-10,PacepaXXXX,106,151,
2019-06-10,OConnorXXXX,118,186,186
2019-06-17,Bernays1928,1,18,
2019-06-17,BenklerXXXX,1,18,
2019-06-21,BenklerXXXX,18,60,
2019-06-25,BenklerXXXX,60,78,
2019-06-28,Hall1990,1,19,
2019-06-29,Hall1990,20,32,
2019-06-30,CacioppoXXXX,1,42,
2019-07-01,CacioppoXXXX,42,57,
2019-07-04,CacioppoXXXX,57,72,
2019-07-05,CacioppoXXXX,73,139,
2019-07-06,Jemisin2015,7,24,
2019-07-07,CacioppoXXXX,139,168,
2019-07-07,Jemisin2015,25,41,
2019-07-08,Jemisin2015,42,52,
2019-07-09,Jemisin2015,52,65,
2019-07-10,Jemisin2015,65,76,
2019-07-11,Jemisin2015,77,83,
2019-07-13,Jemisin2015,84,93,
2019-07-16,TalebXXXX,137,153,
2019-07-16,KrznaricXXXX,94,169,
2019-07-17,TalebXXXX,153,156,
2019-07-18,TalebXXXX,161,204,
2019-07-18,KrznaricXXXX,170,195,195
2019-07-18,Jemisin2015,93,104,
2019-07-20,Jemisin2015,105,118,
2019-07-21,Rovelli2014,1,79,79
2019-07-21,Jemisin2015,118,129,
2019-07-22,Rovelli2017,1,24,
2019-07-22,TalebXXXX,205,252,
2019-07-22,Jemisin2015,130,149,
2019-07-23,TalebXXXX,253,311,
2019-07-24,Rovelli2017,24,60,
2019-07-24,Jemisin2015,172,190,
2019-07-25,TalebXXXX,312,329,
2019-07-25,Jemisin2015,191,198,
2019-07-26,Rovelli2017,60,101,
2019-07-26,Jemisin2015,198,231,
2019-07-27,TalebXXXX,329,379,379
2019-07-27,Hall1990,33,51,
2019-07-27,Rovelli2017,102,144,
2019-07-28,Jemisin2015,232,243,
2019-07-29,Rovelli2017,144,166,
2019-07-29,Jemisin2015,244,263,
2019-07-30,Bejan2016,-4,9,
2019-07-30,Rovelli2017,167,182,
2019-07-30,Jemisin2015,264,280,
2019-07-31,Jemisin2015,280,296,
2019-08-01,KakuXXXX,-13,18,
2019-08-01,Hall1990,51,61,
2019-08-01,Jemisin2015,297,331,
2019-08-02,KakuXXXX,18,29,
2019-08-02,Hall1990,61,79,
2019-08-02,Jemisin2015,332,350,
2019-08-03,Hall1990,79,101,
2019-08-03,Jemisin2015,350,361,
2019-08-04,CacioppoXXXX,169,189,
2019-08-04,Jemisin2015,362,387,
2019-08-06,KakuXXXX,29,50,
2019-08-06,Hall1990,101,118,
2019-08-06,CacioppoXXXX,189,204,
2019-08-06,Jemisin2015,388,393,
2019-08-07,Jemisin2015,398,419,
2019-08-08,CacioppoXXXX,204,246,
2019-08-08,HallXXXX,1,40,
2019-08-08,KakuXXXX,50,60,
2019-08-08,McCrearyXXXX,1,62,
2019-08-08,Jemisin2015,419,449,449
2019-08-09,McCrearyXXXX,63,169,169
2019-08-09,Chambers2006,1,28,
2019-08-09,CacioppoXXXX,247,269,269
2019-08-09,KakuXXXX,60,70,
2019-08-09,IwealaXXXX,1,10,
2019-08-10,IwealaXXXX,10,64,
2019-08-10,KakuXXXX,70,80,
2019-08-10,NewitzXXXX,1,45,
2019-08-11,NewitzXXXX,45,68,
2019-08-11,IwealaXXXX,64,80,
2019-08-12,NewitzXXXX,68,87,
2019-08-12,HalbwachsXXXX,-3,21,
2019-08-13,NewitzXXXX,87,139,
2019-08-14,Schovanec2013,9,41,
2019-08-15,Schovanec2013,41,65,
2019-08-15,GarfieldXXXX,1,6,
2019-08-17,GarfieldXXXX,6,12,
2019-08-18,GarfieldXXXX,12,29,
2019-08-19,GarfieldXXXX,29,39,
2019-08-21,GarfieldXXXX,39,55,
2019-08-23,GarfieldXXXX,56,75,
2019-08-24,GarfieldXXXX,75,125,
2019-08-25,GarfieldXXXX,125,139,
2019-08-26,GarfieldXXXX,139,153,
2019-08-29,KlostermanXXXX,8,20,
2019-08-31,KlostermanXXXX,20,78,
2019-09-06,KlostermanXXXX,78,92,
2019-09-13,NewitzXXXX,138,146,
2019-09-14,EpsteinXXXX,1,63,
2019-09-15,EpsteinXXXX,63,80,
2019-09-21,EpsteinXXXX,80,123,
2019-09-22,EpsteinXXXX,123,140,
2019-09-26,EpsteinXXXX,141,145,
2019-09-28,EpsteinXXXX,146,160,
2019-09-29,EpsteinXXXX,160,203,
2019-09-30,EpsteinXXXX,203,231,
2019-10-01,EpsteinXXXX,232,260,
2019-10-04,EpsteinXXXX,260,295,295
2019-10-05,KlostermanXXXX,92,116,
2019-10-05,GarfieldXXXX,153,162,
2019-10-06,KlostermanXXXX,117,176,
2019-10-06,GarfieldXXXX,162,179,
2019-10-06,NewitzXXXX,146,178,
2019-10-06,Greenberg2004,9,18,
2019-10-07,NewitzXXXX,179,263,263
2019-10-07,KlostermanXXXX,176,264,264
2019-10-07,Greenberg2004,18,35,
2019-10-08,Foray2006,80,98,
2019-10-09,GarfieldXXXX,180,218,
2019-10-09,Greenberg2004,35,49,
2019-10-10,Jacobs1992,1,13,
2019-10-11,Jacobs1992,13,33,
2019-10-13,GarfieldXXXX,218,236,
2019-10-13,Greenberg2004,50,52,
2019-10-14,Jacobs1992,33,46,
2019-10-17,Jacobs1992,46,73,
2019-10-17,GarfieldXXXX,236,257,
2019-10-18,Jacobs1992,74,82,
2019-10-19,Jacobs1992,82,95,
2019-10-19,McNamee2019,224,246,
2019-10-20,Rothstein2017,-11,2,
2019-10-20,GarfieldXXXX,257,260,
2019-10-21,Rothstein2017,3,21,
2019-10-21,GarfieldXXXX,260,267,
2019-10-22,Roth2015,41,62,
2019-10-23,GarfieldXXXX,267,278,
2019-10-24,Rothstein2017,20,91,
2019-10-24,GarfieldXXXX,279,282,
2019-10-25,Rothstein2017,92,151,
2019-10-26,Rothstein2017,152,162,
2019-10-27,GarfieldXXXX,282,301,
2019-10-30,Rothstein2017,162,175,
2019-10-30,GarfieldXXXX,316,335,335
2019-11-01,Rothstein2017,176,239,239
2019-11-01,StExuperyXXXX,9,35,
2019-11-02,StExuperyXXXX,36,97,97
2019-11-03,Jacobs1992,95,109,
2019-11-03,StExuperyEnXXXX,5,35,
2019-11-04,StExuperyEnXXXX,35,56,
2019-11-05,StExuperyEnXXXX,57,71,
2019-11-06,StExuperyEnXXXX,71,93,93
2019-11-06,Kowal2018,10,39,
2019-11-09,Kowal2018,40,68,
2019-11-10,Jacobs1992,109,117,
2019-11-10,HellwarthXXXX,1,3,
2019-11-10,Kowal2018,68,105,
2019-11-11,HellwarthXXXX,3,14,
2019-11-11,Ascher2005,1,19,
2019-11-11,Kowal2018,106,153,
2019-11-13,Kowal2018,154,177,
2019-11-14,Kowal2018,177,194,
2019-11-15,Kowal2018,195,215,
2019-11-16,Kowal2018,216,235,
2019-11-17,Kowal2018,236,277,
2019-11-18,Kowal2018,278,320,
2019-11-19,Kowal2018,321,335,
2019-11-20,Kowal2018,336,361,
2019-11-21,Jacobs1992,117,128,
2019-11-21,Kowal2018,361,369,
2019-11-22,Kowal2018,370,411,
2019-11-23,Kowal2018,412,431,431
2019-11-25,Jemisin2016,1,17,
2019-11-28,Jemisin2016,17,36,
2019-12-02,Jemisin2016,37,74,
2019-12-03,Jemisin2016,75,86,
2019-12-08,Jemisin2016,87,107,
2019-12-09,Jemisin2016,108,136,
2019-12-10,Jemisin2016,136,173,
2019-12-11,Jemisin2016,174,180,
2019-12-12,Jemisin2016,181,188,
2019-12-14,Jemisin2016,188,198,
2019-12-15,Jemisin2016,199,210,
2019-12-16,Jemisin2016,210,234,
2019-12-17,Jemisin2016,235,258,
2019-12-18,Jemisin2016,259,279,
2019-12-19,Jemisin2016,280,296,
2019-12-20,Jemisin2016,297,307,
2019-12-21,Jemisin2016,307,318,
2019-12-22,Jemisin2016,318,348,
2019-12-23,Jemisin2016,348,370,
2019-12-24,Jemisin2016,370,391,391
2019-12-24,Jemisin2017,1,12,
2019-12-25,Jemisin2017,12,42,
2019-12-26,Jemisin2017,43,72,
2019-12-27,Jemisin2017,73,96,
2019-12-29,Jemisin2017,97,102,
2019-12-30,Jemisin2017,102,114,
2019-12-31,Jemisin2017,114,132,
