date,key,begin_read,end_read,pages_total
2018-08-03,Thaler2015,89,119,
2018-08-07,Thaler2015,120,189,
2018-08-08,Thaler2015,189,198,
2018-08-10,Thaler2015,198,301,
2019-08-16,BarthesXXXX,1,23,
2019-08-17,BarthesXXXX,23,34,
2018-08-18,Thaler2015,301,358,358
2018-08-19,BarthesXXXX,34,37,
2018-08-20,BarthesXXXX,37,48,
2018-08-28,SalamonXXXX,1,14,
2018-08-29,NovogratzXXXX,1,38,
2018-08-30,NovogratzXXXX,38,99,
2018-08-31,NovogratzXXXX,99,145,
2018-09-01,NovogratzXXXX,146,218,
2018-09-02,NovogratzXXXX,218,284,284
2018-09-03,SalamonXXXX,14,19,
2018-09-04,SalamonXXXX,19,46,
2018-09-05,SalamonXXXX,46,87,
2018-09-05,Bernstein1998,262,292,
2018-09-07,Bernstein1998,292,296,
2018-09-09,KwanXXXX,1,24,
2018-09-12,Bernstein1998,296,305,305
2018-09-12,KwanXXXX,24,47,
2018-09-13,KwanXXXX,48,65,
2018-09-14,KwanXXXX,65,159,
2018-09-14,PallottaXXXX,1,34,
2018-09-15,KwanXXXX,160,192,
2018-09-16,KwanXXXX,193,212,
2018-09-17,KwanXXXX,213,238,
2018-09-18,KwanXXXX,239,287,
2018-09-18,PallottaXXXX,35,101,
2018-09-19,PallottaXXXX,102,128,
2018-09-19,KwanXXXX,288,353,
2018-09-20,PallottaXXXX,128,134,
2018-09-21,KwanXXXX,353,371,
2018-09-21,Taylor2015,1,14,
2018-09-22,KwanXXXX,372,401,
2018-09-23,KwanXXXX,402,420,
2018-09-24,PallottaXXXX,134,176,
2018-09-24,KwanXXXX,420,527,527
2018-09-26,PallottaXXXX,177,228,228
2018-09-27,KinzerXXXX,103,108,
2018-09-28,KinzerXXXX,109,122,
2018-09-30,KinzerXXXX,123,130,
2018-10-01,KinzerXXXX,130,141,
2018-10-03,KinzerXXXX,142,157,
2018-10-08,KinzerXXXX,157,169,
2018-10-14,CoppXXXX,1,6,
2018-10-15,Taylor2015,14,52,
2018-10-15,CoppXXXX,7,22,
2018-10-16,Taylor2015,52,119,
2018-10-16,CoppXXXX,23,30,
2018-10-17,Taylor2015,119,232,232
2018-10-20,Schwartz1996,1,26,
2018-10-21,Schwartz1996,26,99,
2018-10-21,CoppXXXX,31,56,
2018-10-22,Schwartz1996,100,126,
2018-10-23,Schwartz1996,127,178,
2018-10-23,CoppXXXX,57,82,0
2018-10-24,Schwartz1996,178,248,248
2018-10-24,Kelly2010,1,19,
2018-11-05,KinzerXXXX,170,181,
2018-11-06,Kelly2010,20,41,
2018-11-07,Kelly2010,42,70,
2018-11-07,KinzerXXXX,181,190,
2018-11-11,Yates2014,1,32,
2018-11-11,KinzerXXXX,190,199,
2018-11-12,Yates2014,32,41,
2018-11-12,Wells1938,1,41,
2018-11-12,KinzerXXXX,200,223,
2018-11-13,Wells1938,42,53,
2018-11-20,Brynjolfsson2016,1,27,
2018-11-21,Brynjolfsson2016,27,106,
2018-11-21,HymesXXXX,1,9,
2018-11-22,Yates2014,42,62,
2018-11-22,Kelly2010,71,110,
2018-11-22,Brynjolfsson2016,107,146,
2018-11-22,KinzerXXXX,223,238,
2018-11-23,Kelly2010,110,129,
2018-11-23,Schwartz2011,1,60,60
2018-11-23,Brynjolfsson2016,147,185,
2018-11-23,PikettyXXXX,1,46,
2018-11-23,KinzerXXXX,239,245,
2018-11-24,Kelly2010,130,188,
2018-11-24,Brynjolfsson2016,187,262,262
2018-11-25,Kelly2010,189,238,
2018-11-25,Pallotta,1,28,
2018-11-25,TiroleXXXX,1,32,
2018-11-26,Kelly2010,239,266,
2018-11-26,TiroleXXXX,33,91,
2018-11-28,Pallotta,29,58,
2018-11-28,Kelly2010,267,285,
2018-11-28,TiroleXXXX,91,121,
2018-11-29,TiroleXXXX,122,152,
2018-11-30,TiroleXXXX,153,192,
2018-12-01,TiroleXXXX,193,264,
2018-12-01,Pallotta,59,92,
2018-12-01,KinzerXXXX,245,259,
2018-12-02,TiroleXXXX,265,312,
2018-12-03,Kelly2010,285,359,359
2018-12-03,TiroleXXXX,312,325,
2018-12-03,Pallotta,93,127,
2018-12-05,TiroleXXXX,326,429,
2018-12-05,Pallotta,128,177,
2018-12-06,TiroleXXXX,430,459,
2018-12-07,TiroleXXXX,459,483,483
2018-12-07,Pallotta,178,198,198
2018-12-07,KinzerXXXX,260,271,
2018-12-14,ForayXXXX,1,47,
2018-12-16,GaudianiXXXX,1,8,
2018-12-16,RoachXXXX,1,45,
