date,key,begin_read,end_read,pages_total
2024-07-08,Albertalli2018,90,125,
2024-07-10,Albertalli2018,125,172,
2024-07-11,Standage2005,230,261,
2024-07-14,Albertalli2018,173,211,
2024-07-15,Standage2005,261,276,276
2024-07-19,Albertalli2018,212,233,
2024-07-24,Albertalli2018,233,269,
2024-07-25,Albertalli2018,270,294,
2024-07-29,Albertalli2018,295,332,
2024-07-31,Albertalli2018,333,372,
2024-08-01,Albertalli2018,372,394,
2024-08-03,Albertalli2018,394,412,
2024-08-04,Albertalli2018,413,427,
2024-08-07,Albertalli2018,428,433,433
2024-08-07,Baker2019,9,14,
2024-08-09,Baker2019,15,24,
2024-08-12,Baker2019,24,30,
2024-08-16,Baker2019,31,37,
2024-08-18,Baker2019,38,48,
2024-08-24,Baker2019,48,54,
2024-08-25,Baker2019,54,60,
2024-08-28,Baker2019,60,67,
2024-09-01,Karger2023,1,10,
2024-09-02,Karger2023,11,28,
2024-09-05,Karger2023,29,40,
2024-09-07,Karger2023,40,59,
2024-09-08,Karger2023,59,79,
2024-09-12,Karger2023,79,94,
2024-09-13,Karger2023,95,106,
2024-09-14,Karger2023,107,113,
2024-09-15,Karger2023,113,129,
2024-09-16,Karger2023,130,158,
2024-09-18,Karger2023,158,178,
2024-09-19,Karger2023,179,183,
2024-09-21,Karger2023,183,191,
2024-09-22,Karger2023,192,206,
2024-09-24,Karger2023,207,247,
2024-09-25,Karger2023,247,264,
2024-09-26,Karger2023,265,285,
2024-09-28,Karger2023,285,323,
2024-09-29,Karger2023,324,340,340
2024-09-29,Strange2024,1,5,
2024-09-30,Strange2024,5,26,
2024-10-02,Strange2024,27,66,
2024-10-03,Strange2024,66,90,
2024-10-04,Strange2024,90,97,
2024-10-05,Strange2024,97,100,
2024-10-06,Strange2024,100,107,
2024-10-07,Strange2024,107,159,
2024-10-08,Strange2024,159,162,
2024-10-09,Strange2024,162,174,
2024-10-10,Strange2024,174,190,
2024-10-11,Strange2024,191,207,
2024-10-13,Strange2024,207,217,
2024-10-14,Strange2024,217,238,
2024-10-15,Strange2024,239,264,
2024-10-16,Strange2024,264,268,
2024-10-18,Strange2024,269,291,
2024-10-19,Strange2024,292,304,
2024-10-20,Strange2024,304,311,
2024-10-22,Strange2024,311,325,
2024-10-23,Strange2024,325,352,
2024-10-24,Strange2024,352,361,361
2024-10-26,Cochrun2021,1,12,
2024-10-27,Cochrun2021,12,26,
2024-10-30,Cochrun2021,27,41,
2024-11-01,Cochrun2021,42,50,
2024-11-03,Cochrun2021,50,61,
2024-11-05,Cochrun2021,61,72,
2024-11-07,Cochrun2021,72,94,
2024-11-12,Cochrun2021,94,104,
2024-11-17,Cochrun2021,104,116,
